title,price,location,date_posted,link,category_id
Hyundai i10 car cover,₹ 800,"SAWTHI NAGAR, THIRUVANANTHAPURAM",APR 17,https://www.olx.in/item/spare-parts-c1585-other-spare-parts-in-sawthi-nagar-thiruvananthapuram-iid-1804353294,1585
All accessories all type car seat cover in modified,"₹ 3,000","VITHALWADI, THANE",APR 17,https://www.olx.in/item/spare-parts-c1585-other-spare-parts-in-vithalwadi-thane-iid-1804352295,1585
Car keys cover,₹ 350,"PREM NAGAR 2, GURGAON",APR 17,https://www.olx.in/item/spare-parts-c1585-audio-other-accessories-in-prem-nagar-2-gurgaon-iid-1804235284,1585
HINDA AMAZE 2015 CAR COVER,"₹ 1,500","ELICHPUR, PALWANCHA",APR 17,https://www.olx.in/item/spare-parts-c1585-other-spare-parts-in-elichpur-palwancha-iid-1804344825,1585
Maruti A star car cover,₹ 550,"PANORAMA NAGAR, KOCHI",APR 17,https://www.olx.in/item/spare-parts-c1585-other-spare-parts-in-panorama-nagar-kochi-iid-1804330111,1585
Mahindra 3XO Car 3 Layer - 7D Floor Mat & Car Cover,"₹ 8,000","UNTA, JEHANABAD",APR 17,https://www.olx.in/item/spare-parts-c1585-mahindra-3xo-car-3-layer-7d-floor-mat-car-cover-in-unta-jehanabad-iid-1804300671,1585
Nano car seat covers,"₹ 1,000","KANAKIA ROAD, MUMBAI",APR 17,https://www.olx.in/item/spare-parts-c1585-other-spare-parts-in-kanakia-road-mumbai-iid-1803932934,1585
TATA Car Key Metal Cover Nexon | Safari | Altroz |Tigor| Punch | Tiago,₹ 349,"BAGUIATI, KOLKATA",APR 16,https://www.olx.in/item/spare-parts-c1585-other-spare-parts-in-baguiati-kolkata-iid-1787008504,1585
Kiwd car taped cover,"₹ 1,500","POLICE HEAD QUARTER NAGAR, NAGPUR",APR 16,https://www.olx.in/item/spare-parts-c1585-other-spare-parts-in-police-head-quarter-nagar-nagpur-iid-1804172694,1585
Honda Amaze Car Cover,"₹ 1,500","MALLAPPA LAYOUT, BENGALURU",APR 16,https://www.olx.in/item/spare-parts-c1585-audio-other-accessories-in-mallappa-layout-bengaluru-iid-1801229083,1585
"Car cover, protection from dogs, monkeys etc.","₹ 3,090","SURAJMAL VIHAR, DELHI",APR 16,https://www.olx.in/item/spare-parts-c1585-audio-other-accessories-in-surajmal-vihar-delhi-iid-1766147379,1585
All cars accessories and all car seat cover,₹ 300,"BISRAKH, GREATER NOIDA",APR 15,https://www.olx.in/item/spare-parts-c1587-all-cars-accessories-and-all-car-seat-cover-in-bisrakh-greater-noida-iid-1804158402,1587
Indica vista rain and dust car cover,₹ 850,"SEWRI, MUMBAI",APR 15,https://www.olx.in/item/spare-parts-c1585-other-spare-parts-in-sewri-mumbai-iid-1804157954,1585
Tata nexon car key cover,₹ 300,"SECTOR 76, NOIDA",APR 15,https://www.olx.in/item/spare-parts-c1585-other-spare-parts-in-sector-76-noida-iid-1804156758,1585
Hyundai Xcent SX Car seat cover,"₹ 1,000","MISROD, BHOPAL",APR 15,https://www.olx.in/item/spare-parts-c1585-other-spare-parts-in-misrod-bhopal-iid-1804147593,1585
Brezza car cover new,"₹ 1,000","VASUDHA, CALAPOR",APR 15,https://www.olx.in/item/spare-parts-c1585-brezza-car-cover-new-in-vasudha-calapor-iid-1793989251,1585
S cross car cover,"₹ 2,000","TORAPADI, VELLORE",APR 15,https://www.olx.in/item/spare-parts-c1585-other-spare-parts-in-torapadi-vellore-iid-1804142893,1585
Car seat cover wholesaler start with price 1200,"₹ 1,200","JHANDA MOHALLA, DEHRADUN",APR 15,https://www.olx.in/item/spare-parts-c1585-audio-other-accessories-in-jhanda-mohalla-dehradun-iid-1796874064,1585
H K G N car seat covers,"₹ 3,500","LAL BAGH, BENGALURU",APR 15,https://www.olx.in/item/spare-parts-c1585-other-spare-parts-in-lal-bagh-bengaluru-iid-941616869,1585
Car seat covers,"₹ 3,000","DHARAMPURA, DELHI",APR 15,https://www.olx.in/item/spare-parts-c1585-audio-other-accessories-in-dharampura-delhi-iid-1804078604,1585
Car cover for CRETA used but in undamaged condition,"₹ 1,200","SECTOR 78, NOIDA",APR 15,https://www.olx.in/item/spare-parts-c1585-other-spare-parts-in-sector-78-noida-iid-1801077368,1585
Car Sun Shade Windshield Cover,₹ 596,"ADARSH NAGAR, SONIPAT",APR 14,https://www.olx.in/item/spare-parts-c1585-other-spare-parts-in-adarsh-nagar-sonipat-iid-1804055389,1585
Swift Car Cover Brand New,"₹ 2,500","EDAYARPALAYAM, COIMBATORE",APR 14,https://www.olx.in/item/spare-parts-c1585-other-spare-parts-in-edayarpalayam-coimbatore-iid-1801010096,1585
Car cover sealed,₹ 500,"BALDI, KARNAL",APR 14,https://www.olx.in/item/spare-parts-c1585-other-spare-parts-in-baldi-karnal-iid-1803974618,1585
Car Body cover of MINI SUV,₹ 999,"THURAIPAKKAM RAMAN NAGAR, CHENNAI",APR 14,https://www.olx.in/item/spare-parts-c1585-other-spare-parts-in-thuraipakkam-raman-nagar-chennai-iid-1803970614,1585
"Car Sun Light Windshield Cover,Umbrella Windshield Sun Light Car",₹ 450,"SONARI, JAMSHEDPUR",APR 14,https://www.olx.in/item/spare-parts-c1585-other-spare-parts-in-sonari-jamshedpur-iid-1803648936,1585
Maruti Ritz Car Cover,₹ 849,"DAHISAR EAST, MUMBAI",APR 13,https://www.olx.in/item/spare-parts-c1585-audio-other-accessories-in-dahisar-east-mumbai-iid-1803894917,1585
Car cover water proof,₹ 650,"TRIMULGHERRY, HYDERABAD",APR 13,https://www.olx.in/item/spare-parts-c1585-other-spare-parts-in-trimulgherry-hyderabad-iid-1803888410,1585
Car seat cover,"₹ 1,000","SHANTINAGAR, ASANSOL MC",APR 13,https://www.olx.in/item/spare-parts-c1585-other-spare-parts-in-shantinagar-asansol-mc-iid-1761645987,1585
Seat Cover of Maruti Baleno Car,"₹ 5,000","NATIONAL COLONY, JABALPUR",APR 13,https://www.olx.in/item/spare-parts-c1585-audio-other-accessories-in-national-colony-jabalpur-iid-1803883243,1585
Black colour seat covers for Swift car,"₹ 3,200","KPHB, HYDERABAD",APR 13,https://www.olx.in/item/spare-parts-c1585-black-colour-seat-covers-for-swift-car-in-kphb-hyderabad-iid-1803874087,1585
car seat cover for sell,₹ 599,"RC VYAS COLONY, BHILWARA",APR 12,https://www.olx.in/item/spare-parts-c1585-other-spare-parts-in-rc-vyas-colony-bhilwara-iid-1803863741,1585
WagonR car cover,"₹ 2,000","TELIPARA, BILASPUR",APR 12,https://www.olx.in/item/spare-parts-c1585-other-spare-parts-in-telipara-bilaspur-iid-1783603373,1585
Roger car sear cover,"₹ 1,500","VIDUT NAGAR COLONY, VADODARA",APR 12,https://www.olx.in/item/spare-parts-c1585-other-spare-parts-in-vidut-nagar-colony-vadodara-iid-1803789457,1585
Maruti Swift Dezire Body Car Cover,₹ 500,"JANKIPURAM, LUCKNOW",APR 12,https://www.olx.in/item/spare-parts-c1585-other-spare-parts-in-jankipuram-lucknow-iid-1800047184,1585
New Swift car seat cover original lether,"₹ 7,000","PROFULLA NAGAR, HABRA",APR 11,https://www.olx.in/item/spare-parts-c1585-audio-other-accessories-in-profulla-nagar-habra-iid-1800744761,1585
Baleno car cover,"₹ 1,500","BUDIGERE CROSS, BENGALURU",APR 10,https://www.olx.in/item/spare-parts-c1585-other-spare-parts-in-budigere-cross-bengaluru-iid-1803676146,1585
Best car cover in the world,"₹ 1,500","AB BYPASS ROAD, INDORE",APR 10,https://www.olx.in/item/spare-parts-c1585-audio-other-accessories-in-ab-bypass-road-indore-iid-1803655501,1585
Tiago Car Cover plus duster brush,"₹ 1,200","SECTOR 34D, CHANDIGARH",APR 10,https://www.olx.in/item/spare-parts-c1585-other-spare-parts-in-sector-34d-chandigarh-iid-1803589700,1585
Car seat cover vsp,"₹ 5,700","SEETAMMA PETA, VISAKHAPATNAM",APR 09,https://www.olx.in/item/spare-parts-c1585-audio-other-accessories-in-seetamma-peta-visakhapatnam-iid-1803558494,1585
16 inch car rims and cover,"₹ 6,000","NADUVATTOM, EDAPPAL",APR 09,https://www.olx.in/item/spare-parts-c1585-wheels-tyres-in-naduvattom-edappal-iid-1803536737,1585
CAR BODY COVER,"₹ 2,500","WOODPETE, ANAKAPALLE",APR 09,https://www.olx.in/item/spare-parts-c1585-other-spare-parts-in-woodpete-anakapalle-iid-1803519182,1585
Ritz car cover,₹ 800,"ASHOK NAGAR, CHENNAI",APR 09,https://www.olx.in/item/spare-parts-c1585-other-spare-parts-in-ashok-nagar-chennai-iid-1803517422,1585
EON/alto/K10 or any small car body cover,"₹ 1,700","DINNUR, HOSUR",APR 09,https://www.olx.in/item/spare-parts-c1585-other-spare-parts-in-dinnur-hosur-iid-1803500815,1585
Maruthi Spresso 4 original brand new car wheel cover,"₹ 3,000","DWARKA SECTOR 98, DELHI",APR 08,https://www.olx.in/item/spare-parts-c1585-wheels-tyres-in-dwarka-sector-98-delhi-iid-1800317896,1585
"Dzire sunshades, Floor mats, car cover and car bulbs","₹ 3,000","ELECTRONIC CITY, BENGALURU",APR 08,https://www.olx.in/item/spare-parts-c1585-audio-other-accessories-in-electronic-city-bengaluru-iid-1803396723,1585
Boleno car cover,₹ 800,"KILOKRI, DELHI",APR 08,https://www.olx.in/item/spare-parts-c1585-other-spare-parts-in-kilokri-delhi-iid-1803393554,1585
Designer car seat cover vsp,"₹ 12,000","SEETAMMA PETA, VISAKHAPATNAM",APR 08,https://www.olx.in/item/spare-parts-c1585-audio-other-accessories-in-seetamma-peta-visakhapatnam-iid-1803390808,1585
Best design seat covers for cars !,₹ 650,"GOLBARI, HOWRAH",OCT 26,https://www.olx.in/item/spare-parts-c1585-audio-other-accessories-in-golbari-howrah-iid-1784924538,1585
Mahindra Car key cover and key chain,₹ 500,"KESHAV NAGAR, KANPUR",OCT 06,https://www.olx.in/item/spare-parts-c1585-other-spare-parts-in-keshav-nagar-kanpur-iid-1786081891,1585
